celltype,sample,n_cells,group,_lib,SLC5A10,CYFIP2,RELB,ACAT1,ARMC7,PAX8,ENPEP,IL1RL1,DCN,ALDH8A1,SLC2A9,SLC9A3,UMOD,PPARA,AMN,ACTA2,KCNJ15,PEPD,TNF,EFHD1,SOST,SLC17A3,ALDOB,MME,LGALS2,BDH2,FN1,BICC1,ICAM1,HAVCR1,TDGF1,TM7SF3,CD24,VCAM1,VIM,HOXA9,RGL3,COL1A1,JUN,DPEP1,TCN2,OCIAD2,SOX9,TWIST1,SNAI1,BCAM,CRB2,CCL2,CUBN,FOS,ACSF2,SHMT1,AOC1,HNF4A,PROM1,ACY1
Podo,HK2662,691,Control,2988049.0,0.0,2.5426509441957297,2.6186598703434427,2.965616271525549,1.67722083957782,3.530234973687895,6.237740723613604,0.0,5.927345095933222,0.0,0.0,0.6951449834914738,0.8495807382026733,2.7969557043383393,0.0,0.2886814728195313,0.0,4.029272173902988,0.0,2.5426509441957297,7.187353368759565,0.0,0.2886814728195313,7.640581002551049,0.0,4.2524299535090915,1.795086926877839,2.8563931991789366,0.2886814728195313,0.0,0.0,3.5203815170422668,2.7552726267153798,0.0,8.213843020502312,5.444948019172164,0.8495807382026733,1.67722083957782,6.829809195006975,1.6126324841430297,1.849189115197789,4.503757028990618,1.1012751399564584,0.0,1.206768612227398,7.3863209142407,5.474843992637832,0.2886814728195313,1.206768612227398,7.117401895405122,0.2886814728195313,1.206768612227398,0.0,0.0,0.0,1.9958784124190379
Podo,HK1650,35,HKD,38500.0,0.0,0.0,0.0,3.2948744020224283,0.0,3.2948744020224283,6.394263767230054,0.0,7.447334942975405,0.0,0.0,0.0,0.0,3.2948744020224283,0.0,0.0,0.0,3.9693112809655697,3.9693112809655697,0.0,6.869054949886102,0.0,0.0,7.400842688538686,3.9693112809655697,3.9693112809655697,0.0,0.0,0.0,0.0,0.0,4.652970373588612,0.0,0.0,6.516673249682975,5.055252674421691,0.0,0.0,7.614299332346232,0.0,0.0,3.2948744020224283,0.0,0.0,0.0,7.019192101633491,5.2084921169742815,0.0,0.0,8.387223537317453,0.0,0.0,0.0,0.0,0.0,0.0
PEC,HK2893,30,Control,76886.0,2.639505016650493,4.369923867381926,3.6893495202406745,4.654437875870137,2.639505016650493,6.815024484370245,4.771162655910899,0.0,2.639505016650493,2.639505016650493,5.460065579277566,0.0,5.659962652515042,5.136277717951465,0.0,2.639505016650493,5.209965635157511,4.771162655910899,0.0,4.970292068547517,0.0,2.639505016650493,0.0,3.9707649353704855,0.0,3.9707649353704855,2.639505016650493,7.8691188259917535,0.0,3.296301130192471,0.0,5.209965635157511,4.654437875870137,4.190129555168795,4.369923867381926,3.9707649353704855,4.369923867381926,0.0,5.787378019037347,2.639505016650493,2.639505016650493,2.639505016650493,0.0,0.0,0.0,5.565000676777033,3.296301130192471,3.6893495202406745,5.403157326898091,0.0,5.403157326898091,4.970292068547517,0.0,4.87567576000441,5.613608463461776,4.654437875870137
PEC,HK2898,23,Control,34466.0,4.477817409871961,4.7626558990792525,4.078015324719935,4.7626558990792525,0.0,6.460389811950143,5.935379028040753,0.0,3.4016672996672117,3.4016672996672117,5.935379028040753,0.0,3.4016672996672117,4.984089411071951,4.477817409871961,3.4016672996672117,5.165269314913078,5.165269314913078,0.0,4.078015324719935,0.0,3.4016672996672117,5.318603729624715,4.078015324719935,4.078015324719935,4.078015324719935,0.0,7.75023931501819,0.0,0.0,0.0,4.477817409871961,3.4016672996672117,5.8555566477875916,4.984089411071951,4.078015324719935,4.477817409871961,0.0,6.009298109474965,4.7626558990792525,0.0,3.4016672996672117,4.078015324719935,0.0,0.0,4.477817409871961,4.078015324719935,0.0,5.568828766933822,6.3652360384990265,5.318603729624715,5.568828766933822,0.0,4.078015324719935,5.451522485862893,4.078015324719935
PEC,HK2774,115,HKD,653946.0,1.4007780887977181,3.70766770693442,4.388471683281091,3.8795933167053698,3.1094401504715696,6.698840606084649,5.5285764742649235,0.0,3.038759063844522,2.157084208206536,5.920479464261841,0.0,0.0,5.0163487314099156,0.0,0.9278944476840516,5.327438624176606,3.9106962057414187,0.0,3.5882604506556075,0.0,2.3199405618853275,0.0,1.7205381792627608,2.3199405618853275,3.4526368904813993,2.459951831585322,8.167416312013897,2.5827459016354255,4.388471683281091,0.0,5.122059961189744,4.77699286581684,6.006925006659276,4.15412660576315,3.9985903277132206,4.461692140570546,3.403008632145421,3.5882604506556075,2.7906608397043655,3.038759063844522,3.3507882052202653,2.6920972434275687,0.9278944476840516,0.0,4.02625158939966,3.2373776850853675,2.157084208206536,2.5827459016354255,2.6920972434275687,4.5462677337915345,4.639136182294801,0.0,3.8474918977192525,6.473647456634823,1.9624459616318375
PEC,HK2899,28,Control,21135.0,0.0,0.0,0.0,0.0,0.0,6.748370080731655,3.8777395987156607,0.0,0.0,0.0,4.962457433559148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.652100624719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.79861822046444,0.0,0.0,0.0,0.0,3.8777395987156607,3.8777395987156607,4.560484079768487,3.8777395987156607,4.560484079768487,0.0,7.07654571268228,0.0,0.0,3.8777395987156607,0.0,0.0,0.0,5.805749730843835,3.8777395987156607,0.0,3.8777395987156607,6.161521207658243,3.8777395987156607,5.47048084872879,0.0,3.8777395987156607,5.652100624719,0.0
PEC,HK2844,39,DKD,90169.0,3.5342953736655485,4.61326309157059,3.5342953736655485,4.364778768344078,2.4924023217890867,7.022082472637036,5.184278056062247,2.4924023217890867,0.0,2.4924023217890867,5.842961251582189,0.0,2.4924023217890867,5.0515469118557155,2.4924023217890867,0.0,4.81212863189502,3.8146558811892928,0.0,4.81212863189502,0.0,3.1433145156464883,2.4924023217890867,4.61326309157059,0.0,3.5342953736655485,0.0,8.322514667898767,0.0,3.1433145156464883,0.0,4.977931082152104,4.81212863189502,4.81212863189502,4.0333806240636525,3.5342953736655485,4.81212863189502,2.4924023217890867,5.184278056062247,3.1433145156464883,3.1433145156464883,3.1433145156464883,0.0,0.0,0.0,5.355243082195829,4.212745423442122,4.364778768344078,5.9350786352978995,4.364778768344078,4.212745423442122,5.244572977597323,0.0,3.8146558811892928,5.587873423656086,3.5342953736655485
PEC,HK2895,31,Control,114193.0,2.918538459012787,3.9804780694769493,3.3058353292652547,3.9804780694769493,2.918538459012787,6.577976155671422,6.000986056416503,0.0,3.5843079827213353,3.3058353292652547,5.266084899195946,0.0,0.0,5.066561054249065,3.9804780694769493,3.801884895306279,5.541091066844519,2.918538459012787,0.0,4.743560358440247,0.0,3.9804780694769493,0.0,4.263480030161057,0.0,3.5843079827213353,0.0,7.957112884918098,0.0,2.27799565566117,0.0,5.836350673063791,4.664243020022251,5.2198107479910165,3.3058353292652547,3.3058353292652547,3.9804780694769493,0.0,4.379698148440779,2.918538459012787,2.918538459012787,3.3058353292652547,0.0,0.0,0.0,4.664243020022251,4.131957082372742,3.801884895306279,5.266084899195946,6.488874808540963,4.483804964546561,5.393298424104722,0.0,4.379698148440779,5.066561054249065,0.0
PEC,HK2663,39,Control,96102.0,3.472489052489139,3.0824245809647963,4.8352284035092294,3.472489052489139,0.0,6.865177770372171,5.565057686840772,0.0,0.0,3.472489052489139,5.056781716368103,0.0,0.0,4.8352284035092294,3.0824245809647963,3.970821085336061,4.748939027040005,2.4341054014568346,0.0,4.748939027040005,0.0,2.4341054014568346,5.291829382022947,4.433727862847897,0.0,2.4341054014568346,3.0824245809647963,8.59250590171628,2.4341054014568346,0.0,0.0,3.970821085336061,4.988243456830912,5.604131106083946,3.7523809413388216,3.7523809413388216,3.7523809413388216,0.0,6.563265123731265,3.0824245809647963,0.0,3.472489052489139,0.0,0.0,0.0,4.914659780244178,4.14999470209575,3.7523809413388216,5.841760662665721,5.871528218472971,3.472489052489139,4.433727862847897,2.4341054014568346,4.14999470209575,5.900435221741723,2.4341054014568346
PEC,HK2867,52,Control,180787.0,1.8766169015824194,4.494260287008156,4.124632595073419,3.3553927114971005,0.0,5.856435988033973,5.298963968343982,0.0,3.927548667069348,3.1409352425906882,4.554227460851279,1.8766169015824194,5.2420994388473305,4.43046635141993,1.8766169015824194,1.8766169015824194,4.124632595073419,3.8122240925197413,0.0,4.895994128481001,0.0,3.927548667069348,3.3553927114971005,4.936517019356081,1.8766169015824194,3.1409352425906882,0.0,7.42146120698032,3.5318813459041154,2.4901215570912245,0.0,5.270935845988391,4.43046635141993,5.807788884814801,4.763530233442918,4.210295610579907,4.289195975240108,0.0,5.083946249522748,3.681844723345296,0.0,3.3553927114971005,0.0,0.0,0.0,4.763530233442918,3.681844723345296,1.8766169015824194,6.317412160022115,4.030938052846218,4.554227460851279,4.6108011134053575,0.0,2.8675643867136813,4.809662199973374,1.8766169015824194
PEC,HK2711,100,HKD,293967.0,0.0,4.130859096203769,4.6352363466209665,4.454853671641048,2.681498777126344,6.456967161414908,5.403187405881639,0.0,3.063879318381159,0.0,4.234611412600531,2.8908556331549713,5.200110898113296,3.7333964170863467,1.4820004562764713,2.0545703960919584,3.88412532297549,2.8908556331549713,0.0,4.493627284075798,2.0545703960919584,2.0545703960919584,2.681498777126344,2.0545703960919584,1.4820004562764713,3.7333964170863467,3.211335330951078,7.949674244313702,2.681498777126344,1.4820004562764713,0.0,4.234611412600531,4.945004174656137,5.8618667345508815,5.491099472375852,3.063879318381159,4.28271155600024,0.0,6.295039107100451,0.0,0.0,3.063879318381159,3.063879318381159,0.0,0.0,4.945004174656137,4.184080219211961,3.5558457583158463,4.530953451599601,6.269607644849263,2.0545703960919584,4.37248216284698,0.0,1.4820004562764713,5.881043886892649,0.0
