,Podo,PEC,Mes,Endo_GC,PT_S1,PT_S2,PT_S3,iPT,Des-Thin_Limb,Ascending_Thin_LOH,C_TAL,M_TAL,Macula_Densa,DCT1,DCT2,CNT,PC,IC_A,IC_B,Endo_Peritubular,Endo_Lymphatic,Fibroblast_1,Fibroblast_2,MyoFib/VSMC,GS_Stromal,Neural_Cells,Mac,CD14_Mono,CD16_Mono,cDC,pDC,Neutrophil,Baso/Mast,CD4T,CD8T,NK,Prolif_Lym,B_Naive,B_memory,Plasma_Cells,RBC
BICC1,0.18502087891101837,2.875236988067627,0.5250150561332703,0.10651963949203491,1.3101321458816528,1.3459084033966064,1.4900747537612915,2.857264757156372,1.4707815647125244,1.456371545791626,2.0475385189056396,2.2901432514190674,1.817170262336731,2.3488335609436035,2.1720621585845947,2.1277849674224854,1.939177393913269,0.7806706428527832,1.1329141855239868,0.6000228524208069,0.41669121384620667,1.2805837392807007,0.5674339532852173,0.4216013252735138,0.615391731262207,0.7663214802742004,0.13474047183990479,0.013189772143959999,0.04630981385707855,0.2932296097278595,0.005766347981989384,0.015419146046042442,0.011942350305616856,0.15384548902511597,0.08319905400276184,0.01774691790342331,0.05409682169556618,0.06900283694267273,0.37213489413261414,0.05636199191212654,0.2852140963077545
ICAM1,0.01820460520684719,0.04760065674781799,0.028561703860759735,0.25817441940307617,0.014620067551732063,0.011384468525648117,0.010256091132760048,0.07733434438705444,0.022122478112578392,0.055538542568683624,0.010972944088280201,0.013465756550431252,0.005786510184407234,0.005128720309585333,0.007464999798685312,0.012813263572752476,0.0067366305738687515,0.012482059188187122,0.008194147609174252,0.1948029100894928,0.08200888335704803,0.10178181529045105,0.04238767921924591,0.023960037156939507,0.11652259528636932,0.07634205371141434,0.25574466586112976,0.42704877257347107,0.16975991427898407,0.1343163400888443,0.45464950799942017,0.3672240972518921,0.4111546576023102,0.07126957923173904,0.044544901698827744,0.06647629290819168,0.049855850636959076,0.06706143915653229,0.06350909918546677,0.11566855013370514,0.04481295123696327
HAVCR1,0.01694638282060623,0.13104979693889618,0.01847052574157715,0.004621762782335281,0.022559253498911858,0.03279930353164673,0.09201453626155853,0.47533074021339417,0.054309774190187454,0.04175334796309471,0.03103342279791832,0.010077397339046001,0.01801927387714386,0.00489965733140707,0.012139534577727318,0.014209046959877014,0.004768128506839275,0.0054248939268291,0.01766193099319935,0.019921675324440002,0.0,0.03463905677199364,0.017977140843868256,0.008561118505895138,0.08354459702968597,0.10178068280220032,0.012584810145199299,0.00038792009581811726,0.0014955410733819008,0.009973311796784401,0.0,0.002141943434253335,0.010320494882762432,0.01583540439605713,0.007453679572790861,0.00417669303715229,0.0,0.007124598138034344,0.0742061659693718,0.010796235874295235,0.011571453884243965
TDGF1,0.0019835284911096096,0.0,0.003323646727949381,0.007835300639271736,0.0008680956088937819,0.0013096523471176624,0.0019785594195127487,0.0013673435896635056,0.0030291855800896883,0.038699861615896225,0.017669236287474632,0.05580620840191841,0.012950391508638859,0.0038934368640184402,0.0015251410659402609,0.002180559327825904,0.0030695325694978237,0.029867300763726234,0.004357452038675547,0.0038914154283702374,0.0,0.002577425679191947,0.0036546611227095127,0.002394839422777295,0.021421028301119804,0.008790714666247368,0.0003011664666701108,0.0,0.0008694981224834919,0.0,0.0,0.0,0.0,0.0015295607736334205,0.0009847853798419237,0.0008409423753619194,0.0,0.0,0.004475312307476997,0.003565863473340869,0.0
TM7SF3,0.2724965810775757,0.41189226508140564,0.24451468884944916,0.160795658826828,0.6853509545326233,0.6874925494194031,0.6470901966094971,0.582717776298523,0.4363497793674469,0.1648520976305008,0.2099670171737671,0.2900362014770508,0.19442273676395416,0.18260091543197632,0.16569030284881592,0.23493382334709167,0.3161431849002838,0.17535115778446198,0.20880237221717834,0.26280710101127625,0.2846258282661438,0.20612947642803192,0.17894409596920013,0.14276698231697083,0.23869642615318298,0.15507502853870392,0.17354117333889008,0.04513786360621452,0.0622747540473938,0.20026683807373047,0.13595375418663025,0.07300981134176254,0.05561567470431328,0.09191765636205673,0.07682514935731888,0.09384489804506302,0.20714664459228516,0.06370670348405838,0.23948097229003906,0.0968136340379715,0.04740642011165619
CD24,0.0875164270401001,0.38186827301979065,0.20569927990436554,0.09208842366933823,0.32785937190055847,0.29122135043144226,0.3826911747455597,0.4748437702655792,0.6757526993751526,1.5022178888320923,0.6736394762992859,0.9218701124191284,0.6027041077613831,0.4486284554004669,0.7434901595115662,0.7515469789505005,1.0923441648483276,0.972743570804596,0.44784295558929443,0.3071342706680298,0.1916031688451767,0.30853167176246643,0.3013797700405121,0.18190206587314606,0.3151903450489044,0.38541558384895325,0.1249714195728302,0.016856979578733444,0.03190400451421738,0.009301277808845043,0.1109326034784317,0.06656395643949509,0.07359906286001205,0.10115344822406769,0.061186064034700394,0.02433258667588234,0.030493877828121185,0.485078364610672,0.3890838325023651,0.523209810256958,0.17127592861652374
VCAM1,0.053345128893852234,0.6173363327980042,0.2205057293176651,0.10450758785009384,0.13434866070747375,0.13343176245689392,0.11572686582803726,0.6083481311798096,0.19065949320793152,0.05447003245353699,0.034241095185279846,0.015045974403619766,0.028861986473202705,0.007526987232267857,0.022414682433009148,0.03780593350529671,0.02244075946509838,0.021458538249135017,0.07881226390600204,0.366055428981781,0.09450680017471313,0.19436609745025635,0.13232696056365967,0.04326945170760155,0.26096051931381226,0.31332361698150635,0.07274262607097626,0.0068710618652403355,0.00803819764405489,0.027030909433960915,0.020146256312727928,0.009097370319068432,0.010133870877325535,0.042273640632629395,0.030439257621765137,0.005944458302110434,0.02292625606060028,0.0191508736461401,0.305453896522522,0.06386105716228485,0.02041168510913849
VIM,1.4543325901031494,0.46500638127326965,0.3505367636680603,0.869971513748169,0.06293562054634094,0.08260972052812576,0.17627795040607452,0.2885245382785797,0.1897723376750946,0.18967780470848083,0.07812593877315521,0.05678621679544449,0.04203544184565544,0.006970280781388283,0.03741494193673134,0.06893470883369446,0.059449709951877594,0.029286600649356842,0.03846646472811699,0.4141849875450134,0.4518090486526489,0.7228351831436157,1.2716914415359497,1.8991721868515015,0.5624713897705078,0.48658737540245056,1.0561549663543701,2.0752060413360596,1.5058586597442627,1.2860848903656006,1.9829548597335815,1.9084668159484863,2.6886816024780273,0.9709804654121399,0.6814256906509399,0.3386257290840149,2.214311361312866,0.434072345495224,0.33747318387031555,0.8065457940101624,0.22296573221683502
HOXA9,0.4073278307914734,0.15521575510501862,0.1128457561135292,0.025717411190271378,0.15698736906051636,0.13696075975894928,0.12213603407144547,0.1437685787677765,0.1205960288643837,0.08510185778141022,0.10546255111694336,0.11308406293392181,0.09126132726669312,0.049568235874176025,0.15348273515701294,0.14230918884277344,0.09960917383432388,0.10233865678310394,0.08248589932918549,0.04229004308581352,0.014011932536959648,0.056712713092565536,0.05691280961036682,0.06634817272424698,0.030160976573824883,0.0550311841070652,0.023768778890371323,0.005602163262665272,0.0042083654552698135,0.01944815367460251,0.0,0.003506152890622616,0.008880327455699444,0.00915776938199997,0.0089131910353899,0.007363479118794203,0.0,0.003222981235012412,0.02571314387023449,0.006439636927098036,0.018844760954380035
RGL3,0.05377412587404251,0.33241796493530273,0.6995470523834229,0.1033601388335228,0.16673210263252258,0.16788068413734436,0.17802605032920837,0.39128413796424866,0.3665855824947357,0.533559262752533,0.8850815892219543,0.8777859807014465,0.8571065664291382,1.0283445119857788,0.8640480637550354,0.925937831401825,1.0267575979232788,0.7428743839263916,0.9140413999557495,0.24516645073890686,0.151751309633255,0.15642830729484558,0.2457933872938156,0.18780307471752167,0.24393226206302643,0.20090875029563904,0.031157031655311584,0.0032285242341458797,0.012894263491034508,0.05845339223742485,0.0,0.0046262494288384914,0.006288223434239626,0.035271696746349335,0.021913282573223114,0.0067870053462684155,0.014386408030986786,0.012654988095164299,0.04716083034873009,0.038634173572063446,0.11177604645490646
COL1A1,0.020460031926631927,0.0435885526239872,0.171479269862175,0.003517488483339548,0.00253760302439332,0.0037608479615300894,0.0032016958575695753,0.0416908822953701,0.015238461084663868,0.021985039114952087,0.013468288816511631,0.014918004162609577,0.005409039556980133,0.0021962353494018316,0.016787542030215263,0.034905821084976196,0.05905193090438843,0.012432016432285309,0.012275278568267822,0.012946520000696182,0.00944992434233427,0.33207055926322937,0.2289070338010788,0.28266921639442444,0.05087796226143837,0.03303106874227524,0.009948860853910446,0.0011020287638530135,0.003614590037614107,0.0,0.025885138660669327,0.004318580962717533,0.0,0.01849217154085636,0.005780935287475586,0.0014339220942929387,0.013417590409517288,0.005780322011560202,0.054864902049303055,0.03295121341943741,0.0022721057757735252
JUN,0.6366674304008484,0.8207011222839355,0.13251712918281555,1.3282831907272339,0.1083945706486702,0.09381299465894699,0.19270701706409454,0.3476885259151459,0.36445707082748413,1.1206899881362915,0.31272202730178833,0.6125384569168091,0.19583304226398468,0.06557033956050873,0.302095502614975,0.32133781909942627,0.5990628004074097,0.7091097831726074,0.4824625849723816,0.7016873955726624,0.3083120882511139,0.7959715723991394,0.8035594820976257,1.1707972288131714,0.7478542327880859,0.7063971757888794,1.7911237478256226,0.7839550971984863,1.969991683959961,1.3951363563537598,1.6403611898422241,1.0084916353225708,3.0572619438171387,2.257913112640381,2.080883264541626,2.0610268115997314,1.7737925052642822,1.9469226598739624,0.30731865763664246,2.143031597137451,0.5613092184066772
DPEP1,0.03514488413929939,0.08442004770040512,0.03193012997508049,0.031648583710193634,1.0925623178482056,0.8861902356147766,0.6230423450469971,0.31011641025543213,0.5269764065742493,0.017391884699463844,0.030462903901934624,0.0063418797217309475,0.024475950747728348,0.009775194339454174,0.024260208010673523,0.023082947358489037,0.020216211676597595,0.02584446221590042,0.08966594934463501,0.09525130689144135,0.00854917149990797,0.09628064185380936,0.04307056590914726,0.016455527395009995,0.06685557216405869,0.0786953940987587,0.02521860972046852,0.01172416191548109,0.007693392690271139,0.1261623203754425,0.005420295055955648,0.022142304107546806,0.025802550837397575,0.01323945913463831,0.014937329106032848,0.006952198222279549,0.0,0.009004775434732437,0.03221135959029198,0.004716253373771906,0.06803011149168015
TCN2,0.02087230235338211,0.039977461099624634,0.019315684214234352,0.13106152415275574,0.20072215795516968,0.1671907901763916,0.1627679318189621,0.06281206756830215,0.09146425127983093,0.05403190478682518,0.030824899673461914,0.04376759007573128,0.030158886685967445,0.01982659101486206,0.0425507016479969,0.02907833270728588,0.028576647862792015,0.015183181501924992,0.021557608619332314,0.10335622727870941,0.04815324395895004,0.029994647949934006,0.03208314627408981,0.021945787593722343,0.06236374005675316,0.02237270399928093,0.046231094747781754,0.053869884461164474,0.046294815838336945,0.04045233130455017,0.0,0.051779504865407944,0.027173981070518494,0.008208860643208027,0.006304312963038683,0.0032173998188227415,0.0,0.0026761204935610294,0.022595567628741264,0.010938556864857674,0.03792113810777664
OCIAD2,0.15111824870109558,0.10595669597387314,0.041471730917692184,0.23438487946987152,0.7356864809989929,0.774098813533783,0.8062195777893066,0.2801321744918823,0.26247626543045044,0.4796644151210785,0.10444323718547821,0.06313461065292358,0.1115066334605217,0.052811529487371445,0.17623686790466309,0.12760427594184875,0.10428433865308762,0.17218218743801117,0.1143689677119255,0.08208900690078735,0.04590979963541031,0.052986666560173035,0.05448693037033081,0.04114941135048866,0.09713217616081238,0.1378481090068817,0.07947763800621033,0.024368518963456154,0.018646961078047752,0.2237401157617569,0.25942856073379517,0.05203786864876747,0.15470975637435913,0.3622525930404663,0.26063448190689087,0.19026941061019897,0.42302167415618896,0.3097938299179077,0.11997609585523605,0.21966464817523956,0.159972682595253
