,Podo,PEC,Mes,Endo_GC,PT_S1,PT_S2,PT_S3,iPT,Des-Thin_Limb,Ascending_Thin_LOH,C_TAL,M_TAL,Macula_Densa,DCT1,DCT2,CNT,PC,IC_A,IC_B,Endo_Peritubular,Endo_Lymphatic,Fibroblast_1,Fibroblast_2,MyoFib/VSMC,GS_Stromal,Neural_Cells,Mac,CD14_Mono,CD16_Mono,cDC,pDC,Neutrophil,Baso/Mast,CD4T,CD8T,NK,Prolif_Lym,B_Naive,B_memory,Plasma_Cells,RBC
SOX9,0.009411443024873734,0.04106637090444565,0.005973534658551216,0.0027964503969997168,0.029464801773428917,0.038687195628881454,0.04077809303998947,0.1443134993314743,0.052680205553770065,0.2501015067100525,0.03184092417359352,0.021375644952058792,0.015985708683729172,0.00611861189827323,0.03370792046189308,0.04397834837436676,0.015977060422301292,0.010632366873323917,0.03642905503511429,0.015362901613116264,0.00933939777314663,0.022764481604099274,0.00976725947111845,0.009137292392551899,0.03887275978922844,0.04023219272494316,0.009514642879366875,0.0007666440214961767,0.0012642794754356146,0.01082846149802208,0.0,0.004099860787391663,0.0077934288419783115,0.0076850466430187225,0.004294574726372957,0.0004221558920107782,0.0,0.003424533875659108,0.03141474723815918,0.015373016707599163,0.016706692054867744
TWIST1,0.0,0.002020658692345023,0.03718986362218857,0.0005057977396063507,0.0012844426091760397,0.0008390767616219819,0.0015549984527751803,0.0026899739168584347,0.0024774824269115925,0.0035074478946626186,0.0013945276150479913,0.0008618272840976715,0.0013474252773448825,0.0004041785141453147,0.0006901128217577934,0.0036870783660560846,0.0051257857121527195,0.0013943735975772142,0.0030230022966861725,0.0020298073068261147,0.009617741219699383,0.02184819057583809,0.02226007729768753,0.027438802644610405,0.03736608475446701,0.05565394461154938,0.004102232400327921,0.0,0.0008253325941041112,0.0,0.0,0.0,0.0,0.0018879573326557875,0.0006617803010158241,0.0002859612286556512,0.008973633870482445,0.0,0.010873678140342236,0.0,0.0
SNAI1,0.00420018658041954,0.001478604506701231,0.0,0.07167336344718933,0.00113364786375314,0.001359350048005581,0.0010055953171104193,0.0012420215643942356,0.006401451770216227,0.01545349508523941,0.0016438805032521486,0.0006852832739241421,0.0002919656108133495,0.00014961909619159997,0.000868489732965827,0.0015448458725586534,0.0018892938969656825,0.0017556868260726333,0.0019574391189962626,0.03817124292254448,0.0024363838601857424,0.014073717407882214,0.011576863937079906,0.017235714942216873,0.02859584055840969,0.017109425738453865,0.08908554911613464,0.08250962197780609,0.055915094912052155,0.11316867172718048,0.22404645383358002,0.12651735544204712,0.023412931710481644,0.023882344365119934,0.016579492017626762,0.011927572079002857,0.05234307423233986,0.02009107917547226,0.005900230258703232,0.1118873879313469,0.0038800749462097883
BCAM,1.2609096765518188,0.4642513692378998,0.26550841331481934,0.45403721928596497,0.10669644922018051,0.09249512851238251,0.12313640862703323,0.163838729262352,0.25247350335121155,0.9962285161018372,0.2680753469467163,0.4551659822463989,0.2106667011976242,0.13340602815151215,0.3667418658733368,0.307259738445282,0.41451776027679443,0.3297617733478546,0.25223004817962646,0.2288842350244522,0.10955125093460083,0.16319507360458374,0.6260672211647034,0.9173091650009155,0.11368107050657272,0.10934331268072128,0.03740590438246727,0.006858272943645716,0.015394284389913082,0.10611087083816528,0.005555208306759596,0.0087968148291111,0.021891940385103226,0.020347360521554947,0.01519367378205061,0.008458394557237625,0.0,0.011524318717420101,0.0323612317442894,0.016918843612074852,0.06615135818719864
CRB2,0.5345314741134644,0.17326252162456512,0.01938231661915779,0.0017998521216213703,0.004389850422739983,0.00339894974604249,0.00402867840602994,0.015280613675713539,0.018241895362734795,0.0034532335121184587,0.0036649061366915703,0.00492339301854372,0.003446331713348627,0.002612276468425989,0.002714113797992468,0.00275635183788836,0.004068933892995119,0.0028111287392675877,0.004469589795917273,0.007744284812361002,0.010499450378119946,0.007735847495496273,0.005699301604181528,0.0005940976552665234,0.022927667945623398,0.019242992624640465,0.0018200521590188146,0.0,0.0005412037717178464,0.0,0.0,0.0003993418940808624,0.0,0.0010046367533504963,0.00046347331954166293,0.00017774142907001078,0.0,0.0025193127803504467,0.005067250691354275,0.005755212623625994,0.0
CCL2,0.013751561753451824,0.08274323493242264,0.03576068580150604,0.09776007384061813,0.010342005640268326,0.007181132212281227,0.009547126479446888,0.04926181957125664,0.028572291135787964,0.30181920528411865,0.013501173816621304,0.016917167231440544,0.011075492948293686,0.0018789152381941676,0.00508488342165947,0.014699983410537243,0.007922648452222347,0.003952282015234232,0.004526163451373577,0.06510540843009949,0.016661643981933594,0.18731869757175446,0.09543552249670029,0.07616525888442993,0.03208858147263527,0.03859170153737068,0.1369081735610962,0.009674659930169582,0.007634629495441914,0.0,0.00810429360717535,0.020142825320363045,0.07935280352830887,0.012417806312441826,0.0067316871136426926,0.00611447636038065,0.016945725306868553,0.0043894522823393345,0.0316881500184536,0.01704973168671131,0.0
CUBN,0.18894606828689575,0.4218548536300659,0.4210983216762543,0.19397497177124023,2.830476760864258,2.7938897609710693,2.778409957885742,1.1063700914382935,2.4106972217559814,0.10423661768436432,0.24689370393753052,0.2873731851577759,0.19917388260364532,0.11219528317451477,0.16149339079856873,0.18581783771514893,0.1867465078830719,0.18542100489139557,0.5899918675422668,0.7567717432975769,0.5133986473083496,0.519854724407196,0.358582079410553,0.1523849070072174,0.40842360258102417,0.4145370423793793,0.12382844090461731,0.037405554205179214,0.04311889410018921,0.4802861511707306,0.010719257406890392,0.060771357268095016,0.05586647987365723,0.07325534522533417,0.07464046776294708,0.012708395719528198,0.0,0.04654311016201973,0.15147019922733307,0.07970498502254486,0.35506924986839294
FOS,0.7086393237113953,0.6209580302238464,0.3262034058570862,0.8581860065460205,0.12897133827209473,0.11180204898118973,0.18532051146030426,0.1883298009634018,0.6076391339302063,1.0922654867172241,0.2650255262851715,0.3786541521549225,0.20509403944015503,0.05532364174723625,0.3606107831001282,0.5495592355728149,1.4748015403747559,0.5309603214263916,0.4400855302810669,0.740425705909729,0.36051005125045776,1.0087182521820068,0.8007991909980774,1.3493369817733765,0.8104963898658752,0.6904804706573486,2.047940492630005,2.661680221557617,2.170820474624634,2.166508674621582,2.3861782550811768,3.3665270805358887,2.9175772666931152,1.9314197301864624,1.5842608213424683,1.6521105766296387,1.5707098245620728,1.2078282833099365,0.3594028651714325,2.210300922393799,0.578722357749939
ACSF2,0.06262856721878052,0.2654384970664978,0.18968789279460907,0.06015598401427269,1.0972065925598145,1.1441725492477417,1.095414161682129,0.4397052228450775,0.767345130443573,0.03557339683175087,0.1390211284160614,0.143567755818367,0.10427659749984741,0.07456835359334946,0.09806876629590988,0.09327120333909988,0.11560767143964767,0.08182574808597565,0.2500860095024109,0.2604580223560333,0.14757202565670013,0.15797419846057892,0.1317572146654129,0.06210187450051308,0.17857107520103455,0.09844405204057693,0.09110192954540253,0.012953901663422585,0.039464015513658524,0.20717847347259521,0.035414405167102814,0.022758612409234047,0.008868510834872723,0.024163614958524704,0.027609342709183693,0.01449500396847725,0.007471147924661636,0.02836209163069725,0.09857948124408722,0.06770628690719604,0.08706812560558319
SHMT1,0.03806958347558975,0.40743884444236755,0.07365725189447403,0.05706486105918884,0.8276192545890808,0.8860247135162354,0.8858779668807983,0.46757200360298157,0.4560078978538513,0.1360393762588501,0.11780755966901779,0.27907857298851013,0.08176720142364502,0.03477143868803978,0.109596386551857,0.1449350267648697,0.16837459802627563,0.06234819442033768,0.14638257026672363,0.152728870511055,0.1370863914489746,0.11075326055288315,0.09724846482276917,0.03779708594083786,0.15516138076782227,0.09239882230758667,0.1175566092133522,0.02322317287325859,0.03201847895979881,0.10062028467655182,0.00623352313414216,0.044923022389411926,0.01247192732989788,0.04051366075873375,0.03198694810271263,0.025824064388871193,0.12998493015766144,0.027904903516173363,0.06588219851255417,0.033473093062639236,0.12718309462070465
AOC1,0.00981772132217884,0.006968699861317873,0.0,0.012883913703262806,0.2346160113811493,0.24366597831249237,0.20607568323612213,0.023816995322704315,0.08152122050523758,0.20846059918403625,0.02283402346074581,0.009429813362658024,0.05990085378289223,0.020764576271176338,0.039034560322761536,0.060136426240205765,0.13826145231723785,0.009605166502296925,0.00885847955942154,0.023359639570116997,0.0,0.016722971573472023,0.015521544963121414,0.018529526889324188,0.054374225437641144,0.037975698709487915,0.015751902014017105,0.0080467713996768,0.0028969121631234884,0.035454265773296356,0.0,0.013462444767355919,0.0020383894443511963,0.005876337178051472,0.0059597124345600605,0.002819241490215063,0.0,0.002720723394304514,0.012854431755840778,0.004665384069085121,0.028244219720363617
HNF4A,0.0337759368121624,0.14525166153907776,0.07054489105939865,0.023771509528160095,0.7460271120071411,0.7686710357666016,0.7377187013626099,0.2878692150115967,0.3685896694660187,0.010465598665177822,0.02758023515343666,0.02042645961046219,0.02382759191095829,0.00988074578344822,0.018813803791999817,0.029410505667328835,0.03078339621424675,0.025317097082734108,0.0859079658985138,0.10288110375404358,0.06867694109678268,0.06750877946615219,0.05223649740219116,0.013001403771340847,0.1125602051615715,0.057466160506010056,0.017080772668123245,0.008370226249098778,0.0039045431185513735,0.07949010282754898,0.0,0.008600573055446148,0.017558036372065544,0.0068986425176262856,0.009021877311170101,0.0025920190382748842,0.0,0.005818508565425873,0.03604232892394066,0.007841009646654129,0.09980162233114243
PROM1,0.03570469096302986,0.8427138328552246,0.11731437593698502,0.024283776059746742,0.03156065568327904,0.03395555540919304,0.10016375780105591,0.8528664708137512,0.14083407819271088,0.7188465595245361,0.44834670424461365,0.3222220242023468,0.31831902265548706,0.016841312870383263,0.17102812230587006,0.46984219551086426,0.44718191027641296,0.029632974416017532,0.0645391196012497,0.09440550953149796,0.08909589052200317,0.14521868526935577,0.10292549431324005,0.04244191572070122,0.2875361442565918,0.3088608980178833,0.03963463753461838,0.0019163754768669605,0.00856458954513073,0.0,0.015909843146800995,0.004865644033998251,0.03872838243842125,0.03678740933537483,0.018084637820720673,0.0023517750669270754,0.0,0.020131729543209076,0.16111886501312256,0.03613864630460739,0.04077477380633354
ACY1,0.03498707711696625,0.06238294392824173,0.02733689546585083,0.06193969398736954,0.7595775723457336,0.9515308141708374,1.3520187139511108,0.11976591497659683,0.3391948342323303,0.06721324473619461,0.041746482253074646,0.05351067706942558,0.0248270221054554,0.020594118162989616,0.03113088384270668,0.03174128010869026,0.028807278722524643,0.057642411440610886,0.08054055273532867,0.07010744512081146,0.015238472260534763,0.05300917476415634,0.06692534685134888,0.04160067066550255,0.04545235261321068,0.049426522105932236,0.04684824496507645,0.015537849627435207,0.01301673986017704,0.1456305831670761,0.03787325695157051,0.046609532088041306,0.036031097173690796,0.023123713210225105,0.030314499512314796,0.03397820144891739,0.05952375754714012,0.023648973554372787,0.031631555408239365,0.04031362384557724,0.2453010082244873
